Class,Object,Vertex Count
Helicopter,m1320.obj,7818
Helicopter,m1321.obj,2752
Helicopter,m1322.obj,675
Helicopter,m1323.obj,6136
Helicopter,m1325.obj,1545
Helicopter,m1326.obj,1545
Helicopter,m1327.obj,7851
Helicopter,m1328.obj,3218
Helicopter,m1329.obj,665
Helicopter,m1330.obj,294
Helicopter,m1332.obj,496
Helicopter,m1333.obj,439
Helicopter,m1334.obj,267
Helicopter,m1336.obj,1201
House,D00001.obj,46622
House,D00044.obj,10202
House,D00091.obj,617
House,D00095.obj,3375
House,D00286.obj,28479
House,D00325.obj,10373
House,D00359.obj,35522
House,D00389.obj,27493
House,D00415.obj,25185
House,D00454.obj,6044
House,D00568.obj,2852
House,D00574.obj,15615
House,D00665.obj,1216
House,D00873.obj,6380
House,D00889.obj,2050
House,D00901.obj,17257
House,D00903.obj,28137
House,D00941.obj,8511
House,D00946.obj,7423
House,D00965.obj,1752
House,m423.obj,35
House,m429.obj,14312
House,m430.obj,1686
House,m431.obj,966
House,m432.obj,722
House,m433.obj,2380
House,m434.obj,22
House,m435.obj,119
House,m436.obj,220
House,m439.obj,356
House,m440.obj,411
House,m441.obj,2086
House,m443.obj,284
House,m446.obj,20624
House,m447.obj,1455
House,m448.obj,762
House,m449.obj,221
House,m451.obj,905
House,m452.obj,2557
House,m453.obj,2385
House,m454.obj,200
House,m456.obj,607
House,m457.obj,284
House,m460.obj,4748
House,m461.obj,816
House,m462.obj,25
HumanHead,D00013.obj,5244
HumanHead,D00061.obj,5119
HumanHead,D00072.obj,5284
HumanHead,D00106.obj,5276
HumanHead,D00131.obj,5161
HumanHead,D00205.obj,1394
HumanHead,D00313.obj,6146
HumanHead,D00434.obj,4296
HumanHead,D00487.obj,3224
HumanHead,D00488.obj,6211
HumanHead,D00566.obj,1919
HumanHead,D00578.obj,7968
HumanHead,D00591.obj,5167
HumanHead,D00610.obj,4503
HumanHead,D00629.obj,3490
HumanHead,D00653.obj,2885
HumanHead,D00690.obj,5253
HumanHead,D00758.obj,959
HumanHead,D00910.obj,3258
HumanHead,D00984.obj,2319
HumanHead,m340.obj,1426
HumanHead,m341.obj,1884
HumanHead,m342.obj,1543
HumanHead,m343.obj,1984
HumanHead,m344.obj,1996
HumanHead,m345.obj,2687
HumanHead,m346.obj,484
HumanHead,m347.obj,906
HumanHead,m348.obj,9166
HumanHead,m349.obj,26749
HumanHead,m350.obj,2034
HumanHead,m351.obj,882
HumanHead,m352.obj,664
HumanHead,m353.obj,7896
HumanHead,m354.obj,216
HumanHead,m355.obj,17358
HumanHead,m356.obj,692
HumanHead,m357.obj,193
HumanHead,m358.obj,1173
HumanHead,m359.obj,314
HumanHead,m360.obj,270
HumanHead,m361.obj,295
HumanHead,m362.obj,186
HumanHead,m363.obj,1884
HumanHead,m364.obj,263
HumanHead,m365.obj,17666
HumanHead,m366.obj,3009
HumanHead,m367.obj,977
HumanHead,m368.obj,2991
HumanHead,m369.obj,9843
HumanHead,m370.obj,5641
Humanoid,m118.obj,472
Humanoid,m119.obj,450
Humanoid,m120.obj,467
Humanoid,m121.obj,471
Humanoid,m122.obj,443
Humanoid,m123.obj,474
Humanoid,m124.obj,473
Humanoid,m125.obj,1250
Humanoid,m126.obj,577
Humanoid,m128.obj,458
Humanoid,m129.obj,1871
Humanoid,m130.obj,1025
Humanoid,m131.obj,2012
Humanoid,m132.obj,2537
Humanoid,m133.obj,2344
Humanoid,m134.obj,1962
Humanoid,m135.obj,498
Humanoid,m136.obj,469
Humanoid,m137.obj,1636
Humanoid,m138.obj,7401
Humanoid,m139.obj,12180
Humanoid,m140.obj,9061
Humanoid,m141.obj,2012
Humanoid,m143.obj,5647
Humanoid,m144.obj,676
Humanoid,m145.obj,12758
Humanoid,m146.obj,2244
Humanoid,m147.obj,4677
Humanoid,m148.obj,3964
Humanoid,m149.obj,17342
Humanoid,m150.obj,2001
Humanoid,m151.obj,2996
Humanoid,m152.obj,10694
Humanoid,m153.obj,10333
Humanoid,m154.obj,445
Humanoid,m155.obj,1290
Humanoid,m156.obj,16776
Humanoid,m157.obj,747
Humanoid,m158.obj,521
Humanoid,m159.obj,533
Humanoid,m160.obj,894
Humanoid,m161.obj,495
Humanoid,m162.obj,3581
Humanoid,m163.obj,120
Humanoid,m164.obj,728
Humanoid,m165.obj,506
Humanoid,m166.obj,476
Humanoid,m167.obj,435
Humanoid,m168.obj,2640
Humanoid,m169.obj,1059
Humanoid,m170.obj,16052
Humanoid,m171.obj,614
Humanoid,m172.obj,745
Humanoid,m173.obj,1003
Humanoid,m174.obj,1196
Humanoid,m175.obj,660
Humanoid,m176.obj,708
Humanoid,m177.obj,116
Humanoid,m178.obj,14603
Humanoid,m179.obj,10735
Humanoid,m180.obj,15088
Humanoid,m181.obj,8520
Humanoid,m182.obj,11090
Humanoid,m183.obj,3618
Humanoid,m184.obj,441
Humanoid,m185.obj,493
Humanoid,m186.obj,375
Humanoid,m187.obj,1618
Humanoid,m188.obj,1863
Humanoid,m189.obj,309
Humanoid,m190.obj,1022
Humanoid,m191.obj,124
Humanoid,m192.obj,450
Humanoid,m193.obj,8622
Humanoid,m194.obj,2244
Humanoid,m195.obj,22608
Humanoid,m196.obj,4049
Humanoid,m197.obj,2010
Humanoid,m198.obj,4657
Humanoid,m199.obj,6540
Humanoid,m202.obj,148
Humanoid,m203.obj,477
Humanoid,m204.obj,1224
Humanoid,m205.obj,662
Humanoid,m206.obj,3109
Humanoid,m207.obj,3238
Humanoid,m208.obj,349
Humanoid,m210.obj,210
Humanoid,m211.obj,2640
Humanoid,m212.obj,1290
Humanoid,m213.obj,409
Humanoid,m214.obj,1739
Humanoid,m215.obj,689
Humanoid,m216.obj,9272
Humanoid,m217.obj,955
Humanoid,m218.obj,947
Humanoid,m219.obj,178
Humanoid,m220.obj,12911
Humanoid,m221.obj,10576
Humanoid,m222.obj,17639
Humanoid,m223.obj,10473
Humanoid,m224.obj,9660
Humanoid,m226.obj,6368
Humanoid,m227.obj,7015
Humanoid,m228.obj,15201
Humanoid,m229.obj,18153
Humanoid,m230.obj,14796
Humanoid,m231.obj,13022
Humanoid,m232.obj,429
Humanoid,m233.obj,747
Humanoid,m234.obj,529
Humanoid,m235.obj,408
Humanoid,m236.obj,2841
Humanoid,m237.obj,480
Humanoid,m238.obj,559
Humanoid,m239.obj,551
Humanoid,m240.obj,716
Humanoid,m241.obj,589
Humanoid,m242.obj,598
Humanoid,m243.obj,568
Humanoid,m244.obj,540
Humanoid,m245.obj,574
Humanoid,m246.obj,583
Humanoid,m248.obj,518
Humanoid,m249.obj,7970
Humanoid,m250.obj,10589
Humanoid,m251.obj,8077
Humanoid,m252.obj,9698
Humanoid,m253.obj,11806
Humanoid,m254.obj,16082
Humanoid,m255.obj,16870
Humanoid,m256.obj,7303
Humanoid,m257.obj,372
Humanoid,m258.obj,12410
Humanoid,m259.obj,402
Humanoid,m260.obj,1068
Humanoid,m261.obj,481
Humanoid,m262.obj,470
Humanoid,m263.obj,478
Humanoid,m264.obj,8798
Humanoid,m265.obj,16267
Humanoid,m266.obj,1092
Insect,D00081.obj,313
Insect,D00082.obj,7162
Insect,D00102.obj,2572
Insect,D00109.obj,3288
Insect,D00117.obj,5090
Insect,D00136.obj,1384
Insect,D00160.obj,253
Insect,D00180.obj,2572
Insect,D00231.obj,312
Insect,D00291.obj,296
Insect,D00294.obj,2056
Insect,D00309.obj,1551
Insect,D00315.obj,314
Insect,D00333.obj,6007
Insect,D00399.obj,2763
Insect,D00430.obj,23399
Insect,D00510.obj,329
Insect,D00590.obj,1430
Insect,D00615.obj,2546
Insect,D00662.obj,24324
Insect,D00668.obj,15305
Insect,D00672.obj,3334
Insect,D00695.obj,790
Insect,D00713.obj,1728
Insect,D00732.obj,12603
Insect,D00734.obj,1588
Insect,D00746.obj,4250
Insect,D00752.obj,12528
Insect,D00753.obj,10092
Insect,D00774.obj,1548
Insect,D00786.obj,2859
Insect,D00787.obj,562
Insect,D00788.obj,6175
Insect,D00806.obj,309
Insect,D00814.obj,1362
Insect,D00855.obj,299
Insect,D00884.obj,24324
Insect,D00895.obj,4173
Insect,D00973.obj,7638
Insect,D00989.obj,313
Insect,m0.obj,298
Insect,m1.obj,255
Insect,m10.obj,1362
Insect,m11.obj,368
Insect,m12.obj,278
Insect,m13.obj,491
Insect,m14.obj,891
Insect,m15.obj,368
Insect,m16.obj,2666
Insect,m17.obj,1548
Insect,m18.obj,4250
Insect,m19.obj,3339
Insect,m2.obj,3495
Insect,m20.obj,1624
Insect,m21.obj,346
Insect,m22.obj,333
Insect,m23.obj,462
Insect,m24.obj,163
Insect,m25.obj,1249
Insect,m26.obj,5266
Insect,m3.obj,486
Insect,m4.obj,4346
Insect,m6.obj,9184
Insect,m7.obj,265
Insect,m8.obj,423
Insect,m9.obj,557
Jet,m1147.obj,1149
Jet,m1149.obj,3003
Jet,m1150.obj,622
Jet,m1151.obj,858
Jet,m1152.obj,3726
Jet,m1153.obj,743
Jet,m1154.obj,520
Jet,m1155.obj,3680
Jet,m1156.obj,1335
Jet,m1157.obj,1264
Jet,m1158.obj,336
Jet,m1159.obj,3726
Jet,m1161.obj,1486
Jet,m1162.obj,2960
Jet,m1163.obj,1014
Jet,m1165.obj,448
Jet,m1166.obj,349
Jet,m1167.obj,2838
Jet,m1168.obj,500
Jet,m1169.obj,1198
Jet,m1171.obj,3110
Jet,m1172.obj,1965
Jet,m1173.obj,2572
Jet,m1174.obj,281
Jet,m1175.obj,2344
Jet,m1176.obj,213
Jet,m1177.obj,507
Jet,m1178.obj,258
Jet,m1179.obj,1203
Jet,m1180.obj,531
Jet,m1181.obj,412
Jet,m1182.obj,179
Jet,m1183.obj,520
Jet,m1184.obj,182
Jet,m1185.obj,152
Jet,m1187.obj,299
Jet,m1188.obj,279
Jet,m1190.obj,142
Jet,m1191.obj,1295
Jet,m1193.obj,1020
Jet,m1194.obj,757
Jet,m1195.obj,340
Jet,m1196.obj,523
Jet,m1197.obj,235
Jet,m1198.obj,224
Jet,m1199.obj,602
Jet,m1200.obj,197
Jet,m1201.obj,6769
Jet,m1202.obj,688
Jet,m1204.obj,277
Jet,m1205.obj,369
Jet,m1207.obj,412
Jet,m1208.obj,308
Jet,m1209.obj,244
Jet,m1210.obj,577
Jet,m1211.obj,486
Jet,m1212.obj,1173
Jet,m1213.obj,254
Jet,m1214.obj,887
Jet,m1215.obj,162
Jet,m1216.obj,879
Jet,m1217.obj,305
Jet,m1218.obj,274
Jet,m1219.obj,185
Jet,m1220.obj,437
Jet,m1221.obj,372
Jet,m1222.obj,332
Jet,m1223.obj,1117
Jet,m1224.obj,559
Jet,m1225.obj,183
Jet,m1226.obj,161
Jet,m1227.obj,265
Jet,m1228.obj,329
Jet,m1229.obj,3388
Jet,m1230.obj,2360
Jet,m1231.obj,79
Jet,m1232.obj,203
Jet,m1233.obj,233
Jet,m1234.obj,236
Jet,m1235.obj,193
Jet,m1236.obj,396
Jet,m1237.obj,212
Jet,m1238.obj,196
Jet,m1239.obj,428
Jet,m1240.obj,182
Jet,m1241.obj,480
Jet,m1242.obj,380
Jet,m1243.obj,282
Jet,m1245.obj,215
Jet,m1246.obj,366
Jet,m1247.obj,777
Jet,m1248.obj,296
Jet,m1249.obj,310
Jet,m1250.obj,2539
Jet,m1251.obj,1198
Jet,m1252.obj,3072
Jet,m1253.obj,348
Jet,m1255.obj,3167
Jet,m1256.obj,9398
Jet,m1257.obj,8812
Jet,m1258.obj,2178
Jet,m1259.obj,6769
Jet,m1260.obj,6906
Jet,m1261.obj,431
Jet,m1262.obj,646
Jet,m1263.obj,1244
Jet,m1264.obj,1144
Jet,m1265.obj,423
Jet,m1266.obj,3408
Jet,m1267.obj,230
Jet,m1268.obj,240
Jet,m1269.obj,230
Jet,m1270.obj,295
Jet,m1271.obj,328
Jet,m1273.obj,475
Jet,m1274.obj,426
Jet,m1275.obj,204
Jet,m1276.obj,236
Jet,m1277.obj,2239
Jet,m1278.obj,2304
Jet,m1279.obj,734
Jet,m1280.obj,249
Jet,m1281.obj,415
Jet,m1282.obj,368
Jet,m1283.obj,275
Jet,m1284.obj,6334
Jet,m1285.obj,802
Jet,m1286.obj,334
Jet,m1287.obj,714
Jet,m1288.obj,1502
Jet,m1289.obj,5078
Jet,m1290.obj,279
Jet,m1291.obj,272
Jet,m1292.obj,2911
Jet,m1293.obj,906
Jet,m1294.obj,257
Jet,m1295.obj,204
Jet,m1296.obj,250
Jet,m1297.obj,640
Jet,m1298.obj,301
Jet,m1299.obj,210
Jet,m1300.obj,39
Jet,m1301.obj,74
Knife,D01015.obj,886
Knife,D01025.obj,208
Knife,D01032.obj,560
Knife,D01051.obj,683
Knife,D01054.obj,130
Knife,D01057.obj,184
Knife,D01063.obj,885
Knife,D01075.obj,726
Knife,D01077.obj,334
Knife,D01107.obj,976
Knife,D01119.obj,113
Knife,D01120.obj,132
Knife,D01132.obj,1058
Knife,D01150.obj,287
Knife,D01160.obj,270
Knife,D01168.obj,692
Knife,D01174.obj,808
Knife,D01175.obj,87
Knife,D01187.obj,422
Knife,D01189.obj,131
Knife,m722.obj,812
Knife,m723.obj,5076
Knife,m724.obj,262
Knife,m725.obj,262
Knife,m726.obj,417
Knife,m727.obj,681
Knife,m728.obj,463
MilitaryVehicle,D00017.obj,27719
MilitaryVehicle,D00051.obj,855
MilitaryVehicle,D00100.obj,3225
MilitaryVehicle,D00173.obj,17299
MilitaryVehicle,D00272.obj,15903
MilitaryVehicle,D00334.obj,20392
MilitaryVehicle,D00458.obj,17962
MilitaryVehicle,D00529.obj,38226
MilitaryVehicle,D00577.obj,25763
MilitaryVehicle,D00611.obj,2625
MilitaryVehicle,D00723.obj,16287
MilitaryVehicle,D00761.obj,7768
MilitaryVehicle,D00778.obj,4449
MilitaryVehicle,D00799.obj,719
MilitaryVehicle,D00801.obj,38911
MilitaryVehicle,D00918.obj,13914
MilitaryVehicle,D00932.obj,10050
MilitaryVehicle,D00933.obj,13652
MilitaryVehicle,D00952.obj,11929
MilitaryVehicle,D00971.obj,7344
Monitor,D00007.obj,1552
Monitor,D00141.obj,1712
Monitor,D00229.obj,2929
Monitor,D00336.obj,9494
Monitor,D00339.obj,1396
Monitor,D00364.obj,14887
Monitor,D00387.obj,20399
Monitor,D00391.obj,1812
Monitor,D00412.obj,3149
Monitor,D00444.obj,10283
Monitor,D00469.obj,230
Monitor,D00548.obj,464
Monitor,D00659.obj,171
Monitor,D00852.obj,6196
Monitor,D00863.obj,21122
Monitor,D00915.obj,5124
Monitor,D00919.obj,1551
Monitor,D00920.obj,1315
Monitor,D00978.obj,16566
Monitor,D01000.obj,29914
Monoplane,D00011.obj,597
Monoplane,D00019.obj,837
Monoplane,D00043.obj,338
Monoplane,D00098.obj,238
Monoplane,D00167.obj,593
Monoplane,D00169.obj,2983
Monoplane,D00262.obj,524
Monoplane,D00301.obj,1264
Monoplane,D00304.obj,1521
Monoplane,D00319.obj,1066
Monoplane,D00402.obj,393
Monoplane,D00482.obj,1672
Monoplane,D00617.obj,7440
Monoplane,D00688.obj,5849
Monoplane,D00798.obj,2337
Monoplane,D00840.obj,2512
Monoplane,D00864.obj,627
Monoplane,D00925.obj,713
Monoplane,D00963.obj,790
Monoplane,D00995.obj,586
Motorcycle,D00021.obj,9543
Motorcycle,D00039.obj,18315
Motorcycle,D00054.obj,5300
Motorcycle,D00224.obj,3920
Motorcycle,D00269.obj,3061
Motorcycle,D00288.obj,6697
Motorcycle,D00342.obj,35829
Motorcycle,D00345.obj,18397
Motorcycle,D00395.obj,7334
Motorcycle,D00396.obj,3397
Motorcycle,D00476.obj,25632
Motorcycle,D00521.obj,16542
Motorcycle,D00544.obj,12097
Motorcycle,D00594.obj,12312
Motorcycle,D00703.obj,46694
Motorcycle,D00768.obj,9288
Motorcycle,D00858.obj,25404
Motorcycle,D00880.obj,5713
Motorcycle,D00886.obj,15288
Motorcycle,D00945.obj,4481
Motorcycle,m1479.obj,12097
Motorcycle,m1480.obj,9543
Motorcycle,m1481.obj,547
Motorcycle,m1482.obj,15291
Motorcycle,m1483.obj,46407
Motorcycle,m1484.obj,118
Mug,D00172.obj,1800
Mug,D00202.obj,37360
Mug,D00227.obj,19611
Mug,D00321.obj,773
Mug,D00341.obj,7454
Mug,D00372.obj,785
Mug,D00427.obj,5682
Mug,D00684.obj,1723
Mug,D00685.obj,5703
Mug,D00705.obj,4158
Mug,D00728.obj,9616
Mug,D00745.obj,3238
Mug,D00747.obj,15266
Mug,D00760.obj,3266
Mug,D00770.obj,3300
Mug,D00825.obj,1166
Mug,D00833.obj,2021
Mug,D00908.obj,1404
Mug,D00913.obj,7135
Mug,D00923.obj,738
Mug,m503.obj,799
Mug,m504.obj,1725
Mug,m506.obj,8692
Mug,m507.obj,3330
Mug,m508.obj,998
Mug,m509.obj,5894
MultiSeat,D00036.obj,144
MultiSeat,D00046.obj,1191
MultiSeat,D00053.obj,3214
MultiSeat,D00145.obj,168
MultiSeat,D00146.obj,21992
MultiSeat,D00237.obj,1940
MultiSeat,D00245.obj,1672
MultiSeat,D00263.obj,41265
MultiSeat,D00273.obj,27775
MultiSeat,D00285.obj,3770
MultiSeat,D00289.obj,12463
MultiSeat,D00329.obj,540
MultiSeat,D00586.obj,3922
MultiSeat,D00588.obj,307
MultiSeat,D00607.obj,3156
MultiSeat,D00637.obj,7542
MultiSeat,D00648.obj,15181
MultiSeat,D00652.obj,4607
MultiSeat,D00749.obj,32736
MultiSeat,D00985.obj,10614
MultiSeat,m774.obj,264
MultiSeat,m775.obj,545
MultiSeat,m776.obj,880
MultiSeat,m777.obj,1051
MultiSeat,m778.obj,46
MultiSeat,m779.obj,660
MultiSeat,m780.obj,312
MultiSeat,m781.obj,352
MultiSeat,m782.obj,40
MultiSeat,m783.obj,66
MultiSeat,m784.obj,24
MultiSeat,m829.obj,540
MultiSeat,m830.obj,238
MultiSeat,m831.obj,448
MultiSeat,m832.obj,1970
MultiSeat,m833.obj,350
MultiSeat,m834.obj,164
MultiSeat,m835.obj,257
MultiSeat,m836.obj,28
MultiSeat,m837.obj,15969
MultiSeat,m838.obj,2162
MultiSeat,m839.obj,540
MultiSeat,m840.obj,94
MultiSeat,m841.obj,36
MultiSeat,m843.obj,8085
Musical_Instrument,m625.obj,3655
Musical_Instrument,m626.obj,4500
Musical_Instrument,m627.obj,7445
Musical_Instrument,m628.obj,10314
Musical_Instrument,m629.obj,8225
Musical_Instrument,m630.obj,4694
Musical_Instrument,m631.obj,47076
Musical_Instrument,m632.obj,1033
Musical_Instrument,m633.obj,524
Musical_Instrument,m634.obj,1372
Musical_Instrument,m635.obj,13705
Musical_Instrument,m637.obj,8636
Musical_Instrument,m638.obj,3884
Musical_Instrument,m639.obj,23238
Musical_Instrument,m640.obj,3712
Musical_Instrument,m641.obj,1864
Musical_Instrument,m643.obj,1331
Musical_Instrument,m644.obj,20116
Musical_Instrument,m645.obj,362
Musical_Instrument,m646.obj,227
Musical_Instrument,m647.obj,3645
NonWheelChair,D00037.obj,2936
NonWheelChair,D00101.obj,10766
NonWheelChair,D00170.obj,678
NonWheelChair,D00185.obj,261
NonWheelChair,D00240.obj,1474
NonWheelChair,D00306.obj,5160
NonWheelChair,D00357.obj,10676
NonWheelChair,D00419.obj,20239
NonWheelChair,D00443.obj,10328
NonWheelChair,D00445.obj,1882
NonWheelChair,D00480.obj,5063
NonWheelChair,D00481.obj,932
NonWheelChair,D00512.obj,345
NonWheelChair,D00694.obj,730
NonWheelChair,D00707.obj,2921
NonWheelChair,D00741.obj,4133
NonWheelChair,D00853.obj,3512
NonWheelChair,D00914.obj,1931
NonWheelChair,D00928.obj,2006
NonWheelChair,D00936.obj,3120
NonWheelChair,m785.obj,960
NonWheelChair,m786.obj,641
NonWheelChair,m787.obj,1373
NonWheelChair,m788.obj,320
NonWheelChair,m789.obj,2446
NonWheelChair,m790.obj,2912
NonWheelChair,m791.obj,2288
NonWheelChair,m793.obj,81
NonWheelChair,m794.obj,678
NonWheelChair,m795.obj,3018
NonWheelChair,m796.obj,12172
NonWheelChair,m797.obj,867
NonWheelChair,m798.obj,369
NonWheelChair,m799.obj,938
NonWheelChair,m800.obj,116
NonWheelChair,m801.obj,8188
NonWheelChair,m804.obj,326
NonWheelChair,m805.obj,151
NonWheelChair,m806.obj,472
NonWheelChair,m807.obj,104
NonWheelChair,m808.obj,842
NonWheelChair,m809.obj,120
NonWheelChair,m810.obj,775
NonWheelChair,m811.obj,257
NonWheelChair,m812.obj,257
NonWheelChair,m813.obj,257
NonWheelChair,m814.obj,341
NonWheelChair,m815.obj,341
NonWheelChair,m816.obj,341
NonWheelChair,m817.obj,368
NonWheelChair,m818.obj,76
NonWheelChair,m819.obj,398
NonWheelChair,m820.obj,132
NonWheelChair,m821.obj,349
NonWheelChair,m822.obj,967
NonWheelChair,m823.obj,440
NonWheelChair,m824.obj,678
NonWheelChair,m826.obj,600
NonWheelChair,m827.obj,88
NonWheelChair,m828.obj,713
PianoBoard,D00008.obj,2078
PianoBoard,D00065.obj,1178
PianoBoard,D00075.obj,1309
PianoBoard,D00104.obj,1281
PianoBoard,D00122.obj,1934
PianoBoard,D00181.obj,9628
PianoBoard,D00212.obj,3238
PianoBoard,D00235.obj,1616
PianoBoard,D00253.obj,719
PianoBoard,D00332.obj,454
PianoBoard,D00381.obj,735
PianoBoard,D00441.obj,538
PianoBoard,D00460.obj,754
PianoBoard,D00623.obj,5694
PianoBoard,D00718.obj,797
PianoBoard,D00721.obj,1228
PianoBoard,D00755.obj,8133
PianoBoard,D00885.obj,6622
PianoBoard,D00962.obj,793
PianoBoard,D00966.obj,2105
PlantIndoors,D00049.obj,78288
PlantIndoors,D00073.obj,49944
PlantIndoors,D00080.obj,64127
PlantIndoors,D00087.obj,3855
PlantIndoors,D00128.obj,64866
PlantIndoors,D00159.obj,98256
PlantIndoors,D00238.obj,90234
PlantIndoors,D00280.obj,32742
PlantIndoors,D00370.obj,26784
PlantIndoors,D00379.obj,31824
PlantIndoors,D00466.obj,9900
PlantIndoors,D00491.obj,20165
PlantIndoors,D00595.obj,60624
PlantIndoors,D00609.obj,32382
PlantIndoors,D00622.obj,60282
PlantIndoors,D00624.obj,45486
PlantIndoors,D00657.obj,5801
PlantIndoors,D00667.obj,1523
PlantIndoors,D00800.obj,52263
PlantIndoors,D00968.obj,34812
PlantIndoors,m1000.obj,19105
PlantIndoors,m1001.obj,11431
PlantIndoors,m1002.obj,8260
PlantIndoors,m1003.obj,8453
PlantIndoors,m1004.obj,13242
PlantIndoors,m1005.obj,17834
PlantIndoors,m1006.obj,16333
PlantIndoors,m1007.obj,7930
PlantIndoors,m1008.obj,5383
PlantIndoors,m1009.obj,5348
PlantIndoors,m1010.obj,6257
PlantIndoors,m1011.obj,7529
PlantIndoors,m1012.obj,2950
PlantIndoors,m1013.obj,6365
PlantIndoors,m1014.obj,16404
PlantIndoors,m1015.obj,1325
PlantIndoors,m1016.obj,5307
PlantIndoors,m1017.obj,13312
PlantIndoors,m1018.obj,11666
PlantIndoors,m1020.obj,18348
PlantIndoors,m1021.obj,7641
PlantIndoors,m1022.obj,7882
PlantIndoors,m1023.obj,2659
PlantIndoors,m1025.obj,6696
PlantIndoors,m1026.obj,1522
PlantIndoors,m1027.obj,3855
PlantIndoors,m1029.obj,316
PlantIndoors,m1030.obj,395
PlantIndoors,m1031.obj,729
PlantIndoors,m1032.obj,96
PlantIndoors,m1033.obj,197
PlantIndoors,m1034.obj,228
PlantIndoors,m1035.obj,1787
PlantIndoors,m1036.obj,234
PlantIndoors,m989.obj,1027
PlantIndoors,m990.obj,491
PlantIndoors,m991.obj,4867
PlantIndoors,m992.obj,491
PlantIndoors,m993.obj,220
PlantIndoors,m994.obj,395
PlantIndoors,m995.obj,7323
PlantIndoors,m996.obj,623
PlantIndoors,m997.obj,695
PlantIndoors,m998.obj,318
PlantIndoors,m999.obj,1235
PlantWildNonTree,m1052.obj,342
PlantWildNonTree,m961.obj,6513
PlantWildNonTree,m962.obj,15136
PlantWildNonTree,m963.obj,11548
PlantWildNonTree,m964.obj,13950
PlantWildNonTree,m965.obj,13871
PlantWildNonTree,m966.obj,7920
PlantWildNonTree,m967.obj,12982
PlantWildNonTree,m968.obj,9018
PlantWildNonTree,m971.obj,3962
PlantWildNonTree,m972.obj,16197
PlantWildNonTree,m973.obj,15492
PlantWildNonTree,m974.obj,379
PlantWildNonTree,m975.obj,241
PlantWildNonTree,m976.obj,1272
PlantWildNonTree,m977.obj,1548
PlantWildNonTree,m978.obj,3411
PlantWildNonTree,m979.obj,1236
PlantWildNonTree,m980.obj,8937
PlantWildNonTree,m981.obj,927
PlantWildNonTree,m982.obj,332
PlantWildNonTree,m983.obj,70
PlantWildNonTree,m984.obj,849
PlantWildNonTree,m985.obj,50833
PlantWildNonTree,m986.obj,6656
PlantWildNonTree,m987.obj,850
PlantWildNonTree,m988.obj,3093
Quadruped,D00111.obj,2315
Quadruped,D00150.obj,24936
Quadruped,D00218.obj,3666
Quadruped,D00226.obj,2949
Quadruped,D00261.obj,3093
Quadruped,D00326.obj,3077
Quadruped,D00380.obj,505
Quadruped,D00409.obj,12515
Quadruped,D00508.obj,11910
Quadruped,D00509.obj,8159
Quadruped,D00583.obj,20126
Quadruped,D00663.obj,12046
Quadruped,D00700.obj,9174
Quadruped,D00757.obj,3240
Quadruped,D00794.obj,8184
Quadruped,D00795.obj,13081
Quadruped,D00831.obj,1614
Quadruped,D00841.obj,2100
Quadruped,D00867.obj,7873
Quadruped,D00934.obj,1971
Quadruped,m100.obj,606
Quadruped,m101.obj,1143
Quadruped,m102.obj,127
Quadruped,m103.obj,16049
Quadruped,m104.obj,233
Quadruped,m105.obj,146
Quadruped,m106.obj,346
Quadruped,m107.obj,3051
Quadruped,m108.obj,11105
Quadruped,m109.obj,1288
Quadruped,m110.obj,453
Quadruped,m111.obj,1238
Quadruped,m112.obj,7691
Quadruped,m273.obj,485
Quadruped,m274.obj,23984
Quadruped,m275.obj,20586
Quadruped,m276.obj,2309
Quadruped,m277.obj,445
Quadruped,m278.obj,359
Quadruped,m279.obj,275
Quadruped,m280.obj,2894
Quadruped,m281.obj,10119
Quadruped,m282.obj,1848
Quadruped,m86.obj,176
Quadruped,m87.obj,691
Quadruped,m88.obj,1618
Quadruped,m89.obj,12515
Quadruped,m90.obj,1783
Quadruped,m91.obj,1614
Quadruped,m92.obj,1971
Quadruped,m93.obj,278
Quadruped,m94.obj,3332
Quadruped,m95.obj,956
Quadruped,m96.obj,5169
Quadruped,m97.obj,3601
Quadruped,m98.obj,4195
Quadruped,m99.obj,1450
RectangleTable,D00134.obj,224
RectangleTable,D00187.obj,2136
RectangleTable,D00188.obj,240
RectangleTable,D00230.obj,3713
RectangleTable,D00243.obj,1066
RectangleTable,D00295.obj,190
RectangleTable,D00302.obj,134
RectangleTable,D00317.obj,1042
RectangleTable,D00418.obj,2003
RectangleTable,D00421.obj,99
RectangleTable,D00505.obj,189
RectangleTable,D00523.obj,12600
RectangleTable,D00530.obj,210
RectangleTable,D00571.obj,1245
RectangleTable,D00603.obj,7282
RectangleTable,D00678.obj,1768
RectangleTable,D00714.obj,672
RectangleTable,D00766.obj,2973
RectangleTable,D00944.obj,1016
RectangleTable,D00954.obj,652
RectangleTable,m763.obj,116
RectangleTable,m764.obj,72
RectangleTable,m765.obj,1005
RectangleTable,m870.obj,48
RectangleTable,m871.obj,60
RectangleTable,m872.obj,2229
RectangleTable,m873.obj,679
RectangleTable,m874.obj,68
RectangleTable,m875.obj,528
RectangleTable,m876.obj,44
RectangleTable,m877.obj,56
RectangleTable,m878.obj,320
RectangleTable,m879.obj,276
RectangleTable,m881.obj,60
RectangleTable,m882.obj,598
