Class,Object,Vertex Count,Triangles,Quads,Pentagons,Hexagons,7+ sided polygons,Total Faces,Face Types
Cellphone,D00079.obj,20212,36972,0,0,0,0,36972,Triangle
Cellphone,D00152.obj,44041,74103,0,0,0,0,74103,Triangle
Cellphone,D00192.obj,1230,2380,0,0,0,0,2380,Triangle
Cellphone,D00248.obj,5754,11460,0,0,0,0,11460,Triangle
Cellphone,D00312.obj,1012,644,0,0,0,0,644,Triangle
Cellphone,D00327.obj,6318,11987,0,0,0,0,11987,Triangle
Cellphone,D00362.obj,29805,53829,0,0,0,0,53829,Triangle
Cellphone,D00369.obj,926,1735,0,0,0,0,1735,Triangle
Cellphone,D00440.obj,763,1422,0,0,0,0,1422,Triangle
Cellphone,D00527.obj,8796,16102,0,0,0,0,16102,Triangle
Cellphone,D00542.obj,16185,59840,0,0,0,0,59840,Triangle
Cellphone,D00554.obj,14822,14376,0,0,0,0,14376,Triangle
Cellphone,D00559.obj,3120,5956,0,0,0,0,5956,Triangle
Cellphone,D00817.obj,5206,9766,0,0,0,0,9766,Triangle
Cellphone,D00848.obj,9745,18396,0,0,0,0,18396,Triangle
Cellphone,D00902.obj,2408,4580,0,0,0,0,4580,Triangle
Cellphone,D00979.obj,3120,5956,0,0,0,0,5956,Triangle
Cellphone,D00997.obj,4796,8564,0,0,0,0,8564,Triangle
Chess,D01017.obj,380,756,0,0,0,0,756,Triangle
Chess,D01019.obj,416,828,0,0,0,0,828,Triangle
Chess,D01021.obj,1474,2944,0,0,0,0,2944,Triangle
Chess,D01043.obj,389,772,0,0,0,0,772,Triangle
Chess,D01045.obj,1542,3080,0,0,0,0,3080,Triangle
Chess,D01049.obj,214,419,0,0,0,0,419,Triangle
Chess,D01053.obj,89,168,0,0,0,0,168,Triangle
Chess,D01080.obj,250,496,0,0,0,0,496,Triangle
Chess,D01081.obj,6727,13450,0,0,0,0,13450,Triangle
Chess,D01099.obj,2386,4750,0,0,0,0,4750,Triangle
Chess,D01105.obj,282,560,0,0,0,0,560,Triangle
Chess,D01112.obj,1182,2360,0,0,0,0,2360,Triangle
Chess,D01123.obj,390,776,0,0,0,0,776,Triangle
Chess,D01126.obj,802,1600,0,0,0,0,1600,Triangle
Chess,D01130.obj,1282,2600,0,0,0,0,2600,Triangle
Chess,D01138.obj,416,828,0,0,0,0,828,Triangle
Chess,D01145.obj,390,776,0,0,0,0,776,Triangle
Chess,D01171.obj,4002,8000,0,0,0,0,8000,Triangle
Chess,D01186.obj,154,304,0,0,0,0,304,Triangle
Chess,D01188.obj,242,480,0,0,0,0,480,Triangle
Chess,m1589.obj,3782,7218,0,0,0,0,7218,Triangle
Chess,m1591.obj,7339,14472,0,0,0,0,14472,Triangle
Chess,m1593.obj,25650,50984,0,0,0,0,50984,Triangle
Chess,m1595.obj,60671,121343,0,0,0,0,121343,Triangle
Chess,m1596.obj,16803,32997,0,0,0,0,32997,Triangle
Chess,m1598.obj,1182,2360,0,0,0,0,2360,Triangle
Chess,m1599.obj,250,496,0,0,0,0,496,Triangle
Chess,m1600.obj,416,828,0,0,0,0,828,Triangle
Chess,m1601.obj,6727,13450,0,0,0,0,13450,Triangle
Chess,m1602.obj,1542,3080,0,0,0,0,3080,Triangle
Chess,m1603.obj,389,772,0,0,0,0,772,Triangle
Chess,m1604.obj,214,419,0,0,0,0,419,Triangle
Chess,m1605.obj,89,168,0,0,0,0,168,Triangle
Chess,m1606.obj,2386,4750,0,0,0,0,4750,Triangle
Chess,m1607.obj,802,1600,0,0,0,0,1600,Triangle
Chess,m1608.obj,242,480,0,0,0,0,480,Triangle
Chess,m1609.obj,154,304,0,0,0,0,304,Triangle
Chess,m1610.obj,6094,12184,0,0,0,0,12184,Triangle
Chess,m1611.obj,1474,2944,0,0,0,0,2944,Triangle
Chess,m1612.obj,1282,2600,0,0,0,0,2600,Triangle
Chess,m1613.obj,282,560,0,0,0,0,560,Triangle
Chess,m1614.obj,390,776,0,0,0,0,776,Triangle
City,D01001.obj,6645,7853,0,0,0,0,7853,Triangle
City,D01007.obj,3163,3119,0,0,0,0,3119,Triangle
City,D01010.obj,1049,1948,0,0,0,0,1948,Triangle
City,D01018.obj,6529,10335,0,0,0,0,10335,Triangle
City,D01039.obj,1344,2022,0,0,0,0,2022,Triangle
City,D01056.obj,1638,1767,0,0,0,0,1767,Triangle
City,D01066.obj,9894,17091,0,0,0,0,17091,Triangle
City,D01068.obj,5538,9290,0,0,0,0,9290,Triangle
City,D01079.obj,9201,17394,0,0,0,0,17394,Triangle
City,D01090.obj,7089,13409,0,0,0,0,13409,Triangle
City,D01091.obj,1321,2136,0,0,0,0,2136,Triangle
City,D01092.obj,1380,1337,0,0,0,0,1337,Triangle
City,D01101.obj,26070,35805,0,0,0,0,35805,Triangle
City,D01103.obj,2274,3112,0,0,0,0,3112,Triangle
City,D01124.obj,5211,9152,0,0,0,0,9152,Triangle
City,D01133.obj,5804,10712,0,0,0,0,10712,Triangle
City,D01173.obj,2341,4217,0,0,0,0,4217,Triangle
City,D01181.obj,5137,5327,0,0,0,0,5327,Triangle
City,D01192.obj,14752,16111,0,0,0,0,16111,Triangle
City,D01195.obj,16857,16061,0,0,0,0,16061,Triangle
City,m1652.obj,2274,2938,0,0,0,0,2938,Triangle
City,m1654.obj,5538,9290,0,0,0,0,9290,Triangle
City,m1659.obj,5804,10692,0,0,0,0,10692,Triangle
City,m1660.obj,2341,4217,0,0,0,0,4217,Triangle
City,m1661.obj,1344,2022,0,0,0,0,2022,Triangle
City,m1662.obj,9201,17394,0,0,0,0,17394,Triangle
City,m1664.obj,1049,1891,0,0,0,0,1891,Triangle
ClassicPiano,D00005.obj,626,3708,0,0,0,0,3708,Triangle
ClassicPiano,D00009.obj,2027,11958,0,0,0,0,11958,Triangle
ClassicPiano,D00034.obj,1611,10902,0,0,0,0,10902,Triangle
ClassicPiano,D00092.obj,5901,33381,0,0,0,0,33381,Triangle
ClassicPiano,D00120.obj,231,1311,0,0,0,0,1311,Triangle
ClassicPiano,D00190.obj,1572,10371,0,0,0,0,10371,Triangle
ClassicPiano,D00233.obj,5205,27690,0,0,0,0,27690,Triangle
ClassicPiano,D00254.obj,1335,8016,0,0,0,0,8016,Triangle
ClassicPiano,D00279.obj,7253,43107,0,0,0,0,43107,Triangle
ClassicPiano,D00305.obj,1711,10353,0,0,0,0,10353,Triangle
ClassicPiano,D00314.obj,6800,31047,0,0,0,0,31047,Triangle
ClassicPiano,D00561.obj,1826,9165,0,0,0,0,9165,Triangle
ClassicPiano,D00579.obj,2369,12150,0,0,0,0,12150,Triangle
ClassicPiano,D00605.obj,8121,47805,0,0,0,0,47805,Triangle
ClassicPiano,D00784.obj,5131,31437,0,0,0,0,31437,Triangle
ClassicPiano,D00789.obj,3136,15573,0,0,0,0,15573,Triangle
ClassicPiano,D00811.obj,615,3606,0,0,0,0,3606,Triangle
ClassicPiano,D00845.obj,750,3345,0,0,0,0,3345,Triangle
ClassicPiano,D00967.obj,4279,8391,0,0,0,0,8391,Triangle
ClassicPiano,D00983.obj,204,954,0,0,0,0,954,Triangle
Computer,D01002.obj,2591,5109,0,0,0,0,5109,Triangle
Computer,D01023.obj,11463,20749,0,0,0,0,20749,Triangle
Computer,D01026.obj,396,760,0,0,0,0,760,Triangle
Computer,D01028.obj,2503,4217,0,0,0,0,4217,Triangle
Computer,D01033.obj,2986,5666,0,0,0,0,5666,Triangle
Computer,D01037.obj,135,400,0,0,0,0,400,Triangle
Computer,D01067.obj,5026,9528,0,0,0,0,9528,Triangle
Computer,D01070.obj,3935,7734,0,0,0,0,7734,Triangle
Computer,D01071.obj,29,43,0,0,0,0,43,Triangle
Computer,D01072.obj,325,618,0,0,0,0,618,Triangle
Computer,D01073.obj,4638,8997,0,0,0,0,8997,Triangle
Computer,D01082.obj,4269,6365,0,0,0,0,6365,Triangle
Computer,D01085.obj,46,76,0,0,0,0,76,Triangle
Computer,D01098.obj,668,1092,0,0,0,0,1092,Triangle
Computer,D01100.obj,2986,5666,0,0,0,0,5666,Triangle
Computer,D01102.obj,28,30,0,0,0,0,30,Triangle
Computer,D01115.obj,8163,11211,0,0,0,0,11211,Triangle
Computer,D01128.obj,17301,34133,0,0,0,0,34133,Triangle
Computer,D01164.obj,2674,5270,0,0,0,0,5270,Triangle
Computer,D01185.obj,270,538,0,0,0,0,538,Triangle
Computer,m1764.obj,668,1092,0,0,0,0,1092,Triangle
Computer,m1765.obj,28,30,0,0,0,0,30,Triangle
Computer,m1766.obj,29,43,0,0,0,0,43,Triangle
Computer,m1767.obj,2591,5109,0,0,0,0,5109,Triangle
Computer,m1769.obj,46,76,0,0,0,0,76,Triangle
Computer,m1770.obj,2986,5666,0,0,0,0,5666,Triangle
Computer,m1772.obj,17301,34133,0,0,0,0,34133,Triangle
Computer,m1773.obj,2503,4217,0,0,0,0,4217,Triangle
Computer,m1774.obj,284,740,0,0,0,0,740,Triangle
Computer,m1775.obj,396,760,0,0,0,0,760,Triangle
Computer,m1776.obj,270,538,0,0,0,0,538,Triangle
Computer,m1777.obj,325,618,0,0,0,0,618,Triangle
Computer,m1778.obj,5026,9528,0,0,0,0,9528,Triangle
ComputerKeyboard,D00116.obj,805,4113,0,0,0,0,4113,Triangle
ComputerKeyboard,D00127.obj,706,3360,0,0,0,0,3360,Triangle
ComputerKeyboard,D00197.obj,6987,38268,0,0,0,0,38268,Triangle
ComputerKeyboard,D00278.obj,1043,5118,0,0,0,0,5118,Triangle
ComputerKeyboard,D00360.obj,6193,35826,0,0,0,0,35826,Triangle
ComputerKeyboard,D00382.obj,8346,40758,0,0,0,0,40758,Triangle
ComputerKeyboard,D00420.obj,11072,45807,0,0,0,0,45807,Triangle
ComputerKeyboard,D00493.obj,1300,7944,0,0,0,0,7944,Triangle
ComputerKeyboard,D00525.obj,8309,26043,0,0,0,0,26043,Triangle
ComputerKeyboard,D00569.obj,348,2076,0,0,0,0,2076,Triangle
ComputerKeyboard,D00597.obj,8460,50064,0,0,0,0,50064,Triangle
ComputerKeyboard,D00600.obj,1837,10497,0,0,0,0,10497,Triangle
ComputerKeyboard,D00627.obj,6564,38160,0,0,0,0,38160,Triangle
ComputerKeyboard,D00654.obj,1179,7401,0,0,0,0,7401,Triangle
ComputerKeyboard,D00673.obj,1002,4008,0,0,0,0,4008,Triangle
ComputerKeyboard,D00676.obj,7956,42939,0,0,0,0,42939,Triangle
ComputerKeyboard,D00692.obj,4176,31218,0,0,0,0,31218,Triangle
ComputerKeyboard,D00805.obj,6954,40641,0,0,0,0,40641,Triangle
ComputerKeyboard,D00905.obj,1282,7680,0,0,0,0,7680,Triangle
ComputerKeyboard,D00990.obj,1646,9150,0,0,0,0,9150,Triangle
Cup,D00035.obj,235,884,0,0,0,0,884,Triangle
Cup,D00067.obj,353,702,0,0,0,0,702,Triangle
Cup,D00174.obj,12252,24500,0,0,0,0,24500,Triangle
Cup,D00206.obj,2092,3770,0,0,0,0,3770,Triangle
Cup,D00214.obj,395,786,0,0,0,0,786,Triangle
Cup,D00270.obj,2687,5022,0,0,0,0,5022,Triangle
Cup,D00328.obj,2827,5231,0,0,0,0,5231,Triangle
Cup,D00355.obj,7114,14224,0,0,0,0,14224,Triangle
Cup,D00363.obj,5433,6976,0,0,0,0,6976,Triangle
Cup,D00457.obj,10872,21740,0,0,0,0,21740,Triangle
Cup,D00463.obj,4710,9420,0,0,0,0,9420,Triangle
Cup,D00519.obj,856,888,0,0,0,0,888,Triangle
Cup,D00550.obj,13747,24928,0,0,0,0,24928,Triangle
Cup,D00587.obj,7102,14200,0,0,0,0,14200,Triangle
Cup,D00638.obj,6786,13568,0,0,0,0,13568,Triangle
Cup,D00642.obj,1686,3036,0,0,0,0,3036,Triangle
Cup,D00738.obj,10318,20331,0,0,0,0,20331,Triangle
Cup,D00843.obj,9127,16832,0,0,0,0,16832,Triangle
Cup,D00874.obj,2296,3748,0,0,0,0,3748,Triangle
Cup,D00882.obj,1553,3102,0,0,0,0,3102,Triangle
Cup,m494.obj,770,1536,0,0,0,0,1536,Triangle
Cup,m495.obj,1401,2750,0,0,0,0,2750,Triangle
Cup,m496.obj,502,1000,0,0,0,0,1000,Triangle
Cup,m497.obj,3008,6012,0,0,0,0,6012,Triangle
Cup,m498.obj,380,720,0,0,0,0,720,Triangle
Cup,m499.obj,339,636,0,0,0,0,636,Triangle
Cup,m500.obj,71,138,0,0,0,0,138,Triangle
Cup,m501.obj,1072,2000,0,0,0,0,2000,Triangle
Cup,m502.obj,752,1500,0,0,0,0,1500,Triangle
Cup,m526.obj,120,226,0,0,0,0,226,Triangle
DeskLamp,D00048.obj,4189,6976,0,0,0,0,6976,Triangle
DeskLamp,D00090.obj,6516,11216,0,0,0,0,11216,Triangle
DeskLamp,D00147.obj,503,836,0,0,0,0,836,Triangle
DeskLamp,D00257.obj,2208,4366,0,0,0,0,4366,Triangle
DeskLamp,D00268.obj,1868,3672,0,0,0,0,3672,Triangle
DeskLamp,D00330.obj,13579,18523,0,0,0,0,18523,Triangle
DeskLamp,D00378.obj,69,116,0,0,0,0,116,Triangle
DeskLamp,D00435.obj,2252,4476,0,0,0,0,4476,Triangle
DeskLamp,D00455.obj,7627,15060,0,0,0,0,15060,Triangle
DeskLamp,D00531.obj,2300,4546,0,0,0,0,4546,Triangle
DeskLamp,D00547.obj,22837,45584,0,0,0,0,45584,Triangle
DeskLamp,D00686.obj,3558,6901,0,0,0,0,6901,Triangle
DeskLamp,D00693.obj,655,1224,0,0,0,0,1224,Triangle
DeskLamp,D00698.obj,615,1044,0,0,0,0,1044,Triangle
DeskLamp,D00715.obj,1964,3916,0,0,0,0,3916,Triangle
DeskLamp,D00744.obj,21616,38066,0,0,0,0,38066,Triangle
DeskLamp,D00759.obj,5982,11780,0,0,0,0,11780,Triangle
DeskLamp,D00776.obj,1001,1972,0,0,0,0,1972,Triangle
DeskLamp,D00797.obj,14960,28504,0,0,0,0,28504,Triangle
DeskLamp,D00912.obj,10656,8640,0,0,0,0,8640,Triangle
DeskLamp,m603.obj,166,320,0,0,0,0,320,Triangle
DeskLamp,m604.obj,1316,2333,0,0,0,0,2333,Triangle
DeskLamp,m605.obj,531,1300,0,0,0,0,1300,Triangle
DeskLamp,m606.obj,87,145,0,0,0,0,145,Triangle
DeskLamp,m608.obj,699,1314,0,0,0,0,1314,Triangle
DeskLamp,m609.obj,1137,2234,0,0,0,0,2234,Triangle
DeskLamp,m611.obj,87,200,0,0,0,0,200,Triangle
DeskLamp,m613.obj,136,200,0,0,0,0,200,Triangle
DeskLamp,m614.obj,336,684,0,0,0,0,684,Triangle
DeskLamp,m615.obj,2689,5410,0,0,0,0,5410,Triangle
DeskLamp,m616.obj,14129,28358,0,0,0,0,28358,Triangle
DeskPhone,D00118.obj,12443,21950,0,0,0,0,21950,Triangle
DeskPhone,D00135.obj,531,848,0,0,0,0,848,Triangle
DeskPhone,D00154.obj,17247,22944,0,0,0,0,22944,Triangle
DeskPhone,D00220.obj,3924,7780,0,0,0,0,7780,Triangle
DeskPhone,D00316.obj,48093,94497,0,0,0,0,94497,Triangle
DeskPhone,D00318.obj,4313,8494,0,0,0,0,8494,Triangle
DeskPhone,D00403.obj,27361,54523,0,0,0,0,54523,Triangle
DeskPhone,D00486.obj,1699,3314,0,0,0,0,3314,Triangle
DeskPhone,D00511.obj,31349,60638,0,0,0,0,60638,Triangle
DeskPhone,D00556.obj,586,1108,0,0,0,0,1108,Triangle
DeskPhone,D00576.obj,13619,26647,0,0,0,0,26647,Triangle
DeskPhone,D00680.obj,820,1508,0,0,0,0,1508,Triangle
DeskPhone,D00706.obj,44937,51962,0,0,0,0,51962,Triangle
DeskPhone,D00773.obj,23711,42664,0,0,0,0,42664,Triangle
DeskPhone,D00829.obj,3870,7692,0,0,0,0,7692,Triangle
DeskPhone,D00894.obj,880,1678,0,0,0,0,1678,Triangle
DeskPhone,D00897.obj,27510,53857,0,0,0,0,53857,Triangle
DeskPhone,D00899.obj,39872,79652,0,0,0,0,79652,Triangle
DeskPhone,D00957.obj,14677,28992,0,0,0,0,28992,Triangle
DeskPhone,D00958.obj,11731,16509,0,0,0,0,16509,Triangle
Door,D01005.obj,6044,11464,0,0,0,0,11464,Triangle
Door,D01029.obj,456,894,0,0,0,0,894,Triangle
Door,D01052.obj,676,1314,0,0,0,0,1314,Triangle
Door,D01058.obj,858,1617,0,0,0,0,1617,Triangle
Door,D01062.obj,128,252,0,0,0,0,252,Triangle
Door,D01076.obj,1724,3468,0,0,0,0,3468,Triangle
Door,D01104.obj,871,1772,0,0,0,0,1772,Triangle
Door,D01114.obj,1336,2620,0,0,0,0,2620,Triangle
Door,D01121.obj,16,16,0,0,0,0,16,Triangle
Door,D01129.obj,2695,4338,0,0,0,0,4338,Triangle
Door,D01136.obj,716,1328,0,0,0,0,1328,Triangle
Door,D01139.obj,31,29,0,0,0,0,29,Triangle
Door,D01141.obj,2447,4410,0,0,0,0,4410,Triangle
Door,D01143.obj,48,72,0,0,0,0,72,Triangle
Door,D01144.obj,68,132,0,0,0,0,132,Triangle
Door,D01155.obj,128,183,0,0,0,0,183,Triangle
Door,D01158.obj,716,1446,0,0,0,0,1446,Triangle
Door,D01167.obj,124,252,0,0,0,0,252,Triangle
Door,D01177.obj,88,98,0,0,0,0,98,Triangle
Door,D01194.obj,18,18,0,0,0,0,18,Triangle
Door,m1707.obj,456,894,0,0,0,0,894,Triangle
Door,m1708.obj,16,16,0,0,0,0,16,Triangle
Door,m1710.obj,522,988,0,0,0,0,988,Triangle
Door,m1711.obj,68,132,0,0,0,0,132,Triangle
Door,m1712.obj,1724,3468,0,0,0,0,3468,Triangle
Door,m1713.obj,6044,11464,0,0,0,0,11464,Triangle
Door,m1714.obj,871,1772,0,0,0,0,1772,Triangle
Door,m1715.obj,676,1314,0,0,0,0,1314,Triangle
Door,m1716.obj,2447,4410,0,0,0,0,4410,Triangle
Door,m1717.obj,858,1617,0,0,0,0,1617,Triangle
Door,m1718.obj,2695,4338,0,0,0,0,4338,Triangle
Door,m1720.obj,716,1328,0,0,0,0,1328,Triangle
Door,m1721.obj,716,1446,0,0,0,0,1446,Triangle
Door,m1722.obj,1336,2620,0,0,0,0,2620,Triangle
Door,m1723.obj,128,252,0,0,0,0,252,Triangle
Door,m1724.obj,124,252,0,0,0,0,252,Triangle
Door,m1725.obj,3232,6406,0,0,0,0,6406,Triangle
Door,m1726.obj,128,183,0,0,0,0,183,Triangle
Door,m1727.obj,3724,7332,0,0,0,0,7332,Triangle
Door,m1728.obj,2018,3790,0,0,0,0,3790,Triangle
Door,m1729.obj,336,564,0,0,0,0,564,Triangle
Door,m1730.obj,336,564,0,0,0,0,564,Triangle
Door,m1731.obj,1974,4084,0,0,0,0,4084,Triangle
Door,m1732.obj,300,575,0,0,0,0,575,Triangle
Drum,D00026.obj,5506,32619,0,0,0,0,32619,Triangle
Drum,D00063.obj,1800,7752,0,0,0,0,7752,Triangle
Drum,D00115.obj,36,204,0,0,0,0,204,Triangle
Drum,D00163.obj,8433,37275,0,0,0,0,37275,Triangle
Drum,D00189.obj,651,3894,0,0,0,0,3894,Triangle
Drum,D00193.obj,1800,11628,0,0,0,0,11628,Triangle
Drum,D00297.obj,5561,33351,0,0,0,0,33351,Triangle
Drum,D00298.obj,1609,9414,0,0,0,0,9414,Triangle
Drum,D00308.obj,168,1128,0,0,0,0,1128,Triangle
Drum,D00375.obj,4790,30513,0,0,0,0,30513,Triangle
Drum,D00383.obj,360,1362,0,0,0,0,1362,Triangle
Drum,D00404.obj,1296,8244,0,0,0,0,8244,Triangle
Drum,D00551.obj,240,1572,0,0,0,0,1572,Triangle
Drum,D00557.obj,444,2754,0,0,0,0,2754,Triangle
Drum,D00596.obj,169,1329,0,0,0,0,1329,Triangle
Drum,D00709.obj,102,132,0,0,0,0,132,Triangle
Drum,D00939.obj,5390,33603,0,0,0,0,33603,Triangle
Drum,D00951.obj,7993,50202,0,0,0,0,50202,Triangle
Drum,D00980.obj,5653,33699,0,0,0,0,33699,Triangle
Drum,D00982.obj,1835,11316,0,0,0,0,11316,Triangle
Fish,D00012.obj,4240,6966,0,0,0,0,6966,Triangle
Fish,D00022.obj,3912,6524,0,0,0,0,6524,Triangle
Fish,D00024.obj,3952,6672,0,0,0,0,6672,Triangle
Fish,D00030.obj,3760,6304,0,0,0,0,6304,Triangle
Fish,D00142.obj,3048,5286,0,0,0,0,5286,Triangle
Fish,D00165.obj,4264,7130,0,0,0,0,7130,Triangle
Fish,D00251.obj,4006,6628,0,0,0,0,6628,Triangle
Fish,D00293.obj,4072,6838,0,0,0,0,6838,Triangle
Fish,D00351.obj,3206,5549,0,0,0,0,5549,Triangle
Fish,D00398.obj,3820,6412,0,0,0,0,6412,Triangle
Fish,D00450.obj,3784,6348,0,0,0,0,6348,Triangle
Fish,D00535.obj,3934,6652,0,0,0,0,6652,Triangle
Fish,D00633.obj,3712,6334,0,0,0,0,6334,Triangle
Fish,D00636.obj,3374,5704,0,0,0,0,5704,Triangle
Fish,D00643.obj,3928,6526,0,0,0,0,6526,Triangle
Fish,D00682.obj,3980,6672,0,0,0,0,6672,Triangle
Fish,D00748.obj,5046,8098,0,0,0,0,8098,Triangle
Fish,D00763.obj,4122,6824,0,0,0,0,6824,Triangle
Fish,D00850.obj,4382,7318,0,0,0,0,7318,Triangle
Fish,D00950.obj,3427,5798,0,0,0,0,5798,Triangle
FloorLamp,D00028.obj,871,1376,0,0,0,0,1376,Triangle
FloorLamp,D00093.obj,3756,7472,0,0,0,0,7472,Triangle
FloorLamp,D00186.obj,7694,15316,0,0,0,0,15316,Triangle
FloorLamp,D00211.obj,5097,9970,0,0,0,0,9970,Triangle
FloorLamp,D00228.obj,1322,2632,0,0,0,0,2632,Triangle
FloorLamp,D00388.obj,3767,7212,0,0,0,0,7212,Triangle
FloorLamp,D00400.obj,14213,18962,0,0,0,0,18962,Triangle
FloorLamp,D00408.obj,4018,6750,0,0,0,0,6750,Triangle
FloorLamp,D00447.obj,4911,8434,0,0,0,0,8434,Triangle
FloorLamp,D00495.obj,4282,8487,0,0,0,0,8487,Triangle
FloorLamp,D00563.obj,11136,26964,0,0,0,0,26964,Triangle
FloorLamp,D00580.obj,39647,46682,0,0,0,0,46682,Triangle
FloorLamp,D00740.obj,1128,2240,0,0,0,0,2240,Triangle
FloorLamp,D00856.obj,3339,6672,0,0,0,0,6672,Triangle
FloorLamp,D00875.obj,15152,30052,0,0,0,0,30052,Triangle
FloorLamp,D00876.obj,14464,28920,0,0,0,0,28920,Triangle
FloorLamp,D00888.obj,1819,3632,0,0,0,0,3632,Triangle
FloorLamp,D00924.obj,17626,34872,0,0,0,0,34872,Triangle
FloorLamp,D00955.obj,8300,16560,0,0,0,0,16560,Triangle
FloorLamp,D00981.obj,454,816,0,0,0,0,816,Triangle
FloorLamp,m617.obj,4440,8828,0,0,0,0,8828,Triangle
FloorLamp,m618.obj,1622,3232,0,0,0,0,3232,Triangle
FloorLamp,m619.obj,361,696,0,0,0,0,696,Triangle
FloorLamp,m620.obj,5584,11058,0,0,0,0,11058,Triangle
FloorLamp,m621.obj,778,1528,0,0,0,0,1528,Triangle
FloorLamp,m622.obj,54,88,0,0,0,0,88,Triangle
FloorLamp,m623.obj,78,120,0,0,0,0,120,Triangle
FloorLamp,m624.obj,46,76,0,0,0,0,76,Triangle
Glasses,D00050.obj,6852,11300,0,0,0,0,11300,Triangle
Glasses,D00201.obj,6519,12656,0,0,0,0,12656,Triangle
Glasses,D00225.obj,1524,3000,0,0,0,0,3000,Triangle
Glasses,D00432.obj,408,700,0,0,0,0,700,Triangle
Glasses,D00475.obj,1566,3092,0,0,0,0,3092,Triangle
Glasses,D00507.obj,6852,11300,0,0,0,0,11300,Triangle
Glasses,D00560.obj,4230,8368,0,0,0,0,8368,Triangle
Glasses,D00575.obj,17472,32776,0,0,0,0,32776,Triangle
Glasses,D00630.obj,3019,5960,0,0,0,0,5960,Triangle
Glasses,D00640.obj,13986,25604,0,0,0,0,25604,Triangle
Glasses,D00656.obj,220,868,0,0,0,0,868,Triangle
Glasses,D00660.obj,10770,18568,0,0,0,0,18568,Triangle
Glasses,D00717.obj,1836,3624,0,0,0,0,3624,Triangle
Glasses,D00730.obj,3334,6336,0,0,0,0,6336,Triangle
Glasses,D00813.obj,696,1364,0,0,0,0,1364,Triangle
Glasses,D00816.obj,15752,30220,0,0,0,0,30220,Triangle
Glasses,D00877.obj,2864,5414,0,0,0,0,5414,Triangle
Glasses,D00883.obj,2804,5504,0,0,0,0,5504,Triangle
Glasses,D00937.obj,312,280,0,0,0,0,280,Triangle
Glasses,D00994.obj,2199,4312,0,0,0,0,4312,Triangle
Guitar,D00023.obj,3655,7019,0,0,0,0,7019,Triangle
Guitar,D00041.obj,28373,50370,0,0,0,0,50370,Triangle
Guitar,D00076.obj,8889,17465,0,0,0,0,17465,Triangle
Guitar,D00097.obj,270,448,0,0,0,0,448,Triangle
Guitar,D00124.obj,2013,2871,0,0,0,0,2871,Triangle
Guitar,D00222.obj,1068,1998,0,0,0,0,1998,Triangle
Guitar,D00232.obj,7781,12087,0,0,0,0,12087,Triangle
Guitar,D00335.obj,32795,64993,0,0,0,0,64993,Triangle
Guitar,D00374.obj,1491,2575,0,0,0,0,2575,Triangle
Guitar,D00414.obj,947,1397,0,0,0,0,1397,Triangle
Guitar,D00416.obj,4694,9011,0,0,0,0,9011,Triangle
Guitar,D00461.obj,8636,16932,0,0,0,0,16932,Triangle
Guitar,D00464.obj,3016,5657,0,0,0,0,5657,Triangle
Guitar,D00494.obj,32748,47406,0,0,0,0,47406,Triangle
Guitar,D00534.obj,1864,3600,0,0,0,0,3600,Triangle
Guitar,D00549.obj,10340,20236,0,0,0,0,20236,Triangle
Guitar,D00645.obj,1033,1932,0,0,0,0,1932,Triangle
Guitar,D00655.obj,8251,11008,0,0,0,0,11008,Triangle
Guitar,D00844.obj,9253,13769,0,0,0,0,13769,Triangle
Guitar,D00849.obj,29495,58093,0,0,0,0,58093,Triangle
Gun,D00103.obj,1931,1654,0,0,0,0,1654,Triangle
Gun,D00137.obj,5308,10332,0,0,0,0,10332,Triangle
Gun,D00140.obj,4462,8734,0,0,0,0,8734,Triangle
Gun,D00153.obj,364,704,0,0,0,0,704,Triangle
Gun,D00161.obj,302,572,0,0,0,0,572,Triangle
Gun,D00204.obj,5558,10640,0,0,0,0,10640,Triangle
Gun,D00207.obj,16366,31917,0,0,0,0,31917,Triangle
Gun,D00209.obj,6826,6484,0,0,0,0,6484,Triangle
Gun,D00239.obj,2121,4229,0,0,0,0,4229,Triangle
Gun,D00244.obj,299,558,0,0,0,0,558,Triangle
Gun,D00282.obj,3835,7618,0,0,0,0,7618,Triangle
Gun,D00368.obj,4651,9270,0,0,0,0,9270,Triangle
Gun,D00425.obj,10850,21237,0,0,0,0,21237,Triangle
Gun,D00477.obj,2147,3772,0,0,0,0,3772,Triangle
Gun,D00606.obj,3338,6668,0,0,0,0,6668,Triangle
Gun,D00802.obj,300,564,0,0,0,0,564,Triangle
Gun,D00819.obj,17257,34169,0,0,0,0,34169,Triangle
Gun,D00826.obj,11855,23596,0,0,0,0,23596,Triangle
Gun,D00929.obj,1026,1394,0,0,0,0,1394,Triangle
Gun,D00972.obj,28870,56646,0,0,0,0,56646,Triangle
Gun,m648.obj,1238,2428,0,0,0,0,2428,Triangle
Gun,m649.obj,1094,1945,0,0,0,0,1945,Triangle
Gun,m650.obj,1460,2464,0,0,0,0,2464,Triangle
Gun,m651.obj,91,130,0,0,0,0,130,Triangle
Gun,m652.obj,4950,10198,0,0,0,0,10198,Triangle
Gun,m653.obj,2162,4300,0,0,0,0,4300,Triangle
Gun,m654.obj,1064,2088,0,0,0,0,2088,Triangle
